,label,sentence,translate_result
2817,0,What happened to Phillip Taylor Kramer ?,What happened to Phillip Taylor Kramer?
2818,1,What Erica Jong novel deals with Isadora Wing 's fear ?,What does Erica Jong have to do with Isadora Wing's fear?
2819,5,What time of year do most people fly ?,What time of year do most people fly?
2820,3,Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?,Who was Scrooge's dead partner in Dickens' A Christmas Carol?
2821,0,What is the origin of the Christmas tree ?,What is the origin of the Christmas tree?
2822,5,When is the Thai New Year ?,When's the Thai New Year?
2823,1,What four tournaments make up tennis ' Grand Slam ?,What four tournaments do tennis''Grand Slam'?
2824,1,What 1964 film introduced the song My Kind of Town ?,What 1964 movie was the song My Kind of Town?
2825,3,Who recorded the 1957 hit Tammy ?,Who recorded the 1957 hit on Tammy?
2826,1,What is the term for the side of the mountain that faces the prevailing winds ?,What is the term for the side of the mountain facing the prevailing winds?
2827,1,"In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?","In Kafka's metamorphosis, the hero wakes up one morning to learn that he has been turned into what?"
2828,1,What does caliente translate to in English ?,What translates caliente into English?
2829,3,Who is Mia Farrow 's mother ?,Who's Mia Farrow with her mother?
2830,0,How do you determine if a computer monitor has an SVGA adapter ?,How do you determine if a computer monitor has an SVGA adapter?
2831,5,How far can a human eye see ?,How far can a human eye see?
2832,5,What time of year has the most air travel ?,What time of year are the most frequent flights?
2833,0,What does the term `` spaghetti western '' mean ?,What does the term Spaghetti Western mean?
2834,5,When was the G7 group of nations formed ?,When was the G7 group of nations formed?
2835,0,What are differences between 1980 and 1990 ?,What are the differences between 1980 and 1990?
2836,3,What baseball player was walked the most times ?,Which baseball player had run most of the time?
2837,3,What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?,What famous male singer has the same name as the composer of Opera Hansel and Gretel?
2838,1,What were the first frozen foods ?,What were the first frozen foods?
2839,0,Why is Indiglo called Indiglo ?,Why is Indiglo called Indiglo?
2840,1,What is the word for love of pain or abuse ?,What is the word for love of pain or abuse?
2841,5,When did they canonize the Bible ?,When did they sanctify the Bible?
2842,3,Who was the only president to serve two nonconsecutive terms ?,Who was the only President to meet two uncoordinated conditions?
2843,5,What percentage of all world tornados touch down in the US ?,What percentage of all world tornadoes will land in the US?
2844,3,What labor leader was last seen in the parking lot of a Michigan restaurant ?,Which union leader was last seen in the parking lot of a restaurant in Michigan?
2845,5,When did the Carolingian period begin ?,When did the Carolingian period begin?
2846,0,What motto ended Merrie Melodies cartoons ?,What motto ended with Merrie Melodies Cartoons?
2847,3,Who reports the weather on the `` Good Morning America '' television show ?,Who reports the weather on the Good Morning America TV show?
2848,5,How many emperors were there in the Roman Empire ?,How many emperors were in the Roman Empire?
2849,3,What was the name of `` The Muppets '' creator ?,What was the name of the Muppets creator?
2850,0,What is Cabarnet Sauvignon ?,What is Cabarnet Sauvignon?
2851,0,What is a virtual IP address ?,What is a virtual IP address?
2852,1,What 's the name of the tiger that advertises for Frosted Flakes cereal ?,What's the name of the tiger who throws corn flakes for Frost Flakes?
2853,3,"Who sent the brief message `` I came , I saw , I conquered '' ?","Who sent the short message ``I came, I saw, I conquered''?"
2854,1,What color is Mr. Spock 's blood ?,What color is Mr Spock's blood?
2855,3,What U.S. Air Force general led the first bombing raid over Tokyo ?,Which U.S. Air Force general led the first bomb attack on Tokyo?
2856,3,What U.S. vice-president said : `` Some newspapers dispose of their garbage by printing it '' ?,What the U.S. Vice President said:'Some newspapers dispose of their garbage by printing it''?
2857,3,"What was the name of the first Watergate special prosecutor , later fired by Nixon ?",What was the name of the first Watergate Special Prosecutor who was later fired by Nixon?
2858,0,How do movie blues screens work ?,How does the movie blues screen work?
2859,0,How does the speed the magnet spins in a generator affect the output of the generator ?,How does the speed at which the magnet spins in a generator affect the power of the generator?
2860,3,What 's the supreme policy-making bureau of the Soviet Communist Party ?,What is the highest political office of the Soviet Communist Party?
2861,0,What was the Vietnam War ?,What was the Vietnam War?
2862,0,What is La Nina ?,What is La Nina?
2863,0,Why did the Globe Theatre burn down ?,Why did the Globe Theatre burn down?
2864,5,On what day were John F and Jackie Kennedy married ?,On what day were John F and Jackie Kennedy married?
2865,1,"What was the non-fiction best-seller of 1952 , 1953 and 1954 ?","What was the non -fictional bestseller of 1952, 1953 and 1954?"
2866,0,What is meant by blood SED rate ?,What does the blood SED rate mean?
2867,3,Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?,Who are the nomadic hunters and gatherers of the Kalahari Desert in Africa?
2868,3,Who won a Pulitzer Prize for his novel The Caine Mutiny ?,Who won a Pulitzer Prize for their novel The Caine Mutiny?
2869,1,What 's the best way to lose the flab under your chin and around your face ?,What's the best way to lose the flab under your chin and your face?
2870,4,Where is your corpus callosum ?,Where's your corpus callosum?
2871,1,"What Broadway musical featured the song , `` If I were a rich man ? ''",What Broadway musical contained the song ```If I were a rich man?''
2872,3,Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?,Who portrayed Sherlock Holmes in 14 -film series between 1939 and 1946?
2873,0,Why is the development of space so important ?,Why is space development so important?
2874,0,What is the nursery rhyme Rock-a-by Baby about ?,What is the children's song Rock -a -by Baby about?
2875,4,"When Superman needs to get away from it all , where does he go ?","If Superman has to get away from all this, where does he go?"
2876,5,How old is singer Freedy Johnston ?,How old is singer Freedy Johnston?
2877,0,What is the origin of gametophytic tissue ?,What is the origin of gametophytic tissue?
2878,0,What does Aaron mean ?,What's Aaron supposed to say?
2879,1,What is a fear of hair ?,What's a fear of hair?
2880,3,What is the name of the pop singer whose song became the theme song for a brand of catsup ?,What is the name of the pop singer whose song became the title song for a kind of catsup?
2881,0,What is a conifer ?,What is a conical tree?
2882,3,Who claimed to be the world 's most perfectly-developed man ?,Who claims to be the most evolved man in the world?
2883,0,What is different about the red and black fox ?,What's different about the red and black fox?
2884,0,What is e-commerce ?,What is E -Commerce?
2885,0,How do I tie a tie ?,How do I tie a tie?
2886,4,Where can I get cotton textiles importer details ?,Where can I obtain information on the importer of cotton textiles?
2887,5,When did Spain and Korea start ambassadorial relations ?,When did Spain and Korea establish ambassador relations?
2888,3,What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?,"What kind of people participated in Shay's ""Rebellion in Massachusetts in 1787""?"
2889,0,What is chromatology ?,What is chromatology?
2890,5,How many grooves are on a dime 's edge ?,How many grooves are there on a small edge?
2891,0,How was the ACLU formed ?,How was the ACLU formed?
2892,1,What are the most albums sold by one artist or band ?,What are most albums sold by an artist or a band?
2893,1,The second most popular sport worldwide is what ?,What is the second favorite sport in the world?
2894,1,What do goldfish lose if kept in dimly-lit or running water ?,What do goldfish lose if they are kept in dark or running water?
2895,4,What canal does the Thatcher Ferry Bridge span ?,What channel does the Thatcher Ferry Bridge have?
2896,3,What American won the world Grand Prix driving championship in 1978 ?,Which American won the World Cup in the Grand Prix in 1978?
2897,5,What are the chances of pregnacy if the penis does not penetrate the vagina ?,What are the chances of pregnancy if the penis does not enter the vagina?
2898,1,What 's the highest hand in straight poker ?,What is the highest hand in straight poker?
2899,4,Where can I find a lesson plan for teaching the metric system conversion to American standard ?,Where can I find a lesson plan for teaching metric system conversion to American standard?
2900,1,What is the name of Kevin Costner 's movie about Sioux Indians ?,What's the name of Kevin Costner's movie about Sioux Indians?
2901,0,"What are Kythnos , Siphnos , Seriphos and Mykonos ?","What are Kythnos, Siphnos, Seriphos and Mykonos?"
2902,3,Name a female figure skater .,Name a female ice skater.
2903,0,Why are there no white lines on pro footballs ?,Why are there no white lines on pro football?
2904,5,How long would it take for a $ savings bond to mature ?,How long does it take for a $savings bond to mature?
2905,0,How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?,How is Abigail Arcane related to the evil opponent of the swamp?
2906,1,What did the Congress of Vienna establish ?,What has the Vienna Congress founded?
2907,5,What is the average cost for four years of medical school ?,What are the average costs for four years of medical school?
2908,1,What harmful chemicals are in bug spray ?,What harmful chemicals are in Bugspray?
2909,5,How many spears are there on Kenya 's flag ?,How many spears are there on Kenya's flag?
2910,0,What did Mighty Mouse always sing as he went into action ?,What did Mighty Mouse always sing when he went into action?
2911,4,Where did George of the Jungle live ?,Where did George live in the jungle?
2912,0,How did Bob Marley die ?,How did Bob Marley die?
2913,5,What 's men 's par on a 455-yard golf hole ?,What are men on a 455 -yard golf course?
2914,5,What percentage of American men are alcoholic ?,What percentage of American men are alcoholics?
2915,5,"Dialing , 900 , 740-TREE to have a tree planted will cost how much ?","The choice of 900, 740 -TREE to have planted a tree will cost how much?"
2916,5,"In South Korea , how many American Soldiers are there ?",How many American soldiers are there in South Korea?
2917,3,Who portrayed Carl Bernstein in All the President 's Men ?,Who portrayed Carl Bernstein in All the President's Men?
2918,5,What are the numbers that fit into Fermont 's last theorem ?,What are the numbers that fit in Fermont's last sentence?
2919,3,Who was Tiny Tim 's father ?,Who was Tiny Tim's father?
2920,1,What does a heliologist study ?,What does a heliologist study?
2921,3,Who was Bonnie Blue Butler 's father ?,Who was Bonnie Blue Butler with her father?
2922,1,"What shampoo prevents eczema , seborrhea , and psoriasis ?","What shampoo prevents eczema, seborrhea and psoriasis?"
2923,5,How many Americans have HIV ?,How many Americans have HIV?
2924,4,Where do I find information for foreclosure properties on the Internet ?,Where can I find information about forced auctions on the Internet?
2925,3,Who is the Antichrist ?,Who is the Antichrist?
2926,1,What was the first English play written exclusively for children ?,What was the first English piece written exclusively for children?
2927,4,Which Latin American country is the largest ?,Which Latin American country is the largest?
2928,4,What was the former residence of Scottish kings in Edinburgh ?,What was the former residence of the Scottish kings in Edinburgh?
2929,5,How many teats does a female goat sport ?,How many tits does a goat sport do?
2930,5,How tall is kilamanjaro ?,How big is Kilamanjaro?
2931,3,Who was the lawyer who represented Randy Steven Craft ?,Who was the lawyer representing Randy Steven Craft?
2932,4,What country buys 25 percent of the world 's tea exports ?,Which country buys 25 percent of global tea exports?
2933,4,What country is the origin of the band the Creeps ?,Which country is the origin of the band The Creeps?
2934,1,What did the crocodile swallow in Peter Pan ?,What did the crocodile swallow in Peter Pan?
2935,0,What is the origin of the word `` mushroom '' ?,What is the origin of the word ``mushroom''?
2936,3,Which of the following celebrities was not born in Philadelphia ?,Which of the following celebrities was not born in Philadelphia?
2937,5,What is the number of American soldiers deployed to South Korea ?,How many American soldiers are stationed in South Korea?
2938,4,Where is the biggest bell ?,Where's the biggest bell?
2939,1,What is the brand name of the chemical daminozide ?,What is the brand name of the chemical Daminozide?
2940,0,How do microwaves work ?,How do microwaves work?
2941,1,What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,Which magazine paid Ernest Hemingway $15 a word to write a bullfight article?
2942,5,What is the estimated total U.S. whitetail deer population ?,What is the estimated total population of the U.S. deer?
2943,3,Who wrote the Farmer 's Almanac ?,Who wrote Farmer's Almanac?
2944,1,"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?","Which animal received royal approval as an emblem of Canada in March 24, 1975?"
2945,5,What number is at 12 o 'clock on a dartboard ?,What's the number on a dartboard at twelve o'clock?
2946,3,Which team won the Super Bowl in 1968 ?,Which team won the Super Bowl in 1968?
2947,0,What is the recommended daily requirement for folic acid for pregnant women ?,What is the recommended daily requirement for folic acid for pregnant women?
2948,1,What film dramatized the Scopes monkey trial ?,What movie dramatized Scope's monkey process?
2949,3,CNN is owned by whom ?,Who owns CNN?
2950,4,What country offered Albert Einstein its presidency in 1952 ?,Which country offered Albert Einstein his presidency in 1952?
2951,0,What is the HIGHEST Roman numeral ?,What is the HIGHEST Roman number?
2952,1,"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?","What TV shows did many of his aquatic scenes see in Silver Springs, Florida?"
2953,3,Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?,Who was the monk from the 15th? A century that gained control of Florence and was burned at the stake?
2954,0,How is digital audio used ?,How is digital audio used?
2955,2,What is AFS ?,What is AFS?
2956,3,Who was Quetzalcoatl ?,Who was Quetzalcoatl?
2957,1,What operating system do IBM-compatible machines use ?,What operating system do IBM -compatible machines use?
2958,3,What French leader sold Louisiana to the United States ?,Which French leader sold Louisiana to the United States?
2959,4,"What bay sparkles next to Miami , Florida ?","Which bay sparkles next to Miami, Florida?"
2960,5,How many miles of veins are in the circulatory system ?,How many miles of veins are in circulation?
2961,4,What famed river flows through Bagdad ?,What famous river flows through Baghdad?
2962,0,How is bubble wrap made ?,How is bubble film produced?
2963,0,What is Java ?,What is Java?
2964,3,Who is the prime minister of Japan ?,Who is the Prime Minister of Japan?
2965,3,What player squats an average of 3 times during a baseball doubleheader ?,Which player sits on average three times during a double head baseball?
2966,3,What 's the most common name in nursery rhymes ?,What is the most common name in children's rhymes?
2967,5,How many `` No '' answers was the What 's My Line ? panel allowed ?,"How many ""No"" answers were the What's My Line? Permission?"
2968,5,What is the fine for having a dog on a beach ?,What's the problem with having a dog on the beach?
2969,3,"Who wrote the book , `` Song of Solomon '' ?","Who wrote the book ""Song of Solomon""?"
2970,4,"Where can one find information on religion and health , the brain and nutrition ?","Where can you find information about religion and health, brain and nutrition?"
2971,3,Name the Ranger who was always after Yogi Bear .,Name the Ranger who was always after Yogi Bear.
2972,1,What TV show did John Sebastian sing the theme for ?,What TV show did John Sebastian sing the theme for?
2973,3,Who is the president of the Spanish government ?,Who is the President of the Spanish Government?
2974,3,Who holds the career record for the most major league home runs ?,Who holds the career record for most major league home runs?
2975,3,Which of the following actors worked in New York 's Yiddish Theater ?,Which of the following actors worked in New York's Jiddish Theater?
2976,3,Who invented the stethoscope ?,Who invented the stethoscope?
2977,0,What is a mathematical factor ?,What is a mathematical factor?
2978,5,How many four star generals were there and who are they ?,How many four star generals wer e there and who are they?
2979,5,When did Nixon die ?,When did Nixon die?
2980,1,What was originally defined as one 1-millionth of the distance from the equator to the Pole ?,What was originally defined as one millionth of the distance from the equator to the pole?
2981,3,What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?,Which comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie?
2982,5,How many members are in the California congressional delegation ?,How many members are in the California Congressional delegation?
2983,4,What erupts every hour at Yellowstone National Park ?,What breaks out every hour in Yellowstone National Park?
2984,4,What country contains the highest point in South America ?,Which country contains the highest point in South America?
2985,3,What are Arnold Palmer 's fans called ?,What are Arnold Palmer's fans' names?
2986,3,Who retired with 755 home runs to his credit ?,Who retired with 755 home runs?
2987,4,What constellation represents a hunter with club and shield ?,What constellation is a hunter with a cross and shield?
2988,3,Who developed potlatch ?,Who developed Potlatch?
2989,5,How long did Shea and Gould practice law in Los Angeles ?,How long have Shea and Gould practiced law in Los Angeles?
2990,5,What 's a perfect score in a gymnastics exercise ?,What is a perfect score in a gymnastics exercise?
2991,3,"What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?","What group were Abbey Hoffman, Jerry Rubin and Tom Hayden?"
2992,0,What made Jane Goodall famous ?,What made Jane Goodall famous?
2993,5,At what age did Rossini stop writing opera ?,At what age did Rossini stop writing opera?
2994,4,What Russian seaport has a name meaning `` Lord of the East '' ?,"What Russian seaport has a name that means ""Lord of the East""?"
2995,3,Name the two actress daughters of John Mills .,Name the two daughters of actress John Mills.
2996,5,How old was Gene Siskel ?,How old was Gene Siskel?
2997,0,What can be done about snoring ?,What can you do about snoring?
2998,4,What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?,Which Rocky Mountain Ridge separates the North American rivers east and west?
2999,3,Who is the actress Bette Davis once said she wished she looked like ?,Who's the actress Bette Davis who once said she wished she looked like that?
3000,3,Who portrayed The Cowardly Lion in The Wizard of Oz ?,Who portrayed the cowardly lion in the Wizard of Oz?
3001,1,What does a chiropodist treat ?,What does a chiropodist treat?
3002,0,What is porphyria ?,What is Porphyria?
3003,4,What gate opened on East and West Berlin ?,Which gate opened in East and West Berlin?
3004,3,Who was the first king of England ?,Who was the first king of England?
3005,0,What made the Finger Lakes in western New York state ?,What were the Finger Lakes doing in West New York State?
3006,1,In what movie is the number nine found in the title ?,In what movie is the number nine found in the title?
3007,5,How many calories are there in soy sauce ?,How many calories are there in soy sauce?
3008,3,Who killed Kurt Cobain ?,Who killed Kurt Cobain?
3009,3,Who created the monster in Mary Shelley 's novel Frankenstein ?,Who created the monster in Mary Shelley's novel Frankenstein?
3010,4,What 's the farthest planet from the sun ?,What is the farthest planet from the sun?
3011,0,Why does the sun shine only a short time in Alaska ?,Why does the sun only shine for a short time in Alaska?
3012,1,What chemical in red wine is good for the heart and what exactly does it do to your body ?,Which chemical in red wine is good for the heart and what exactly does it do to your body?
3013,0,How does blood clot ?,How does blood clot work?
3014,5,How big is our galaxy in diameter ?,How big is our galaxy in diameter?
3015,1,"What product `` doubles your pleasure , doubles your fun '' ?","What product doubles your pleasure, doubles your fun?"
3016,5,When is a woman most fertile ?,When is a woman most fertile?
3017,3,What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?,What son of a 15 -year -old Mexican girl and a half -Irish father became the most famous Greek in the world?
3018,3,Who was the first man to return to space ?,Who was the first man to return to space?
3019,1,What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?,What kind of jeans did Calvin Klein admit in a 1984 interview that he felt more comfortable wearing them?
3020,3,Who gave Abbie Hoffman his first dose of LSD ?,Who gave Abbie Hoffman his first dose of LSD?
3021,0,What effect does friction have on perpetual motion ?,What effect does friction have on the Perpetual Motion?
3022,3,What did the Seven Dwarfs do for a living ?,What did the seven dwarves do for a living?
3023,3,What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?,Which 4 -foot -9 actress in 1984 became the first actress to win an Oscar for playing a character of the other sex?
3024,3,Who shot Billy the Kid ?,Who shot Billy the Kid?
3025,0,What is he doing now ?,What's he doing now?
3026,3,What Mormon leader was said to have had 27 wives ?,What Mormon leader would have had 27 -year -old women?
3027,1,What video format was an alternative to VHS ?,What video format was an alternative to VHS?
3028,0,Where did the term `` 69 '' come from ?,Where does the term'69 'come from?
3029,1,What is money made of ?,What's the money made of?
3030,4,What 's the name of a hotel in Indianapolis ?,What's the name of a hotel in Indianapolis?
3031,5,How many people in Tucson ?,How many people in Tucson?
3032,4,Where is Melbourne ?,Where's Melbourne?
3033,3,With whom did Bush compare Saddam Hussein ?,Who did Bush compare Saddam Hussein to?
3034,4,What country was Mikhail Gorbachev the leader of ?,Which country was Mikhail Gorbachev the leader?
3035,5,"What is the recommended weight of a 15 year-old male that is 5 , 6 ?","What is the recommended weight of a 15 -year -old male, the 5 -6?"
3036,3,What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?,What pillar of the Dutch Renaissance did Aristotle paint the bust of Homer contemplating?
3037,4,What is the largest county in size in Massachusetts ?,What's the largest county in Massachusetts?
3038,3,What is the name of the brilliant British economist behind its creation ?,What is the name of the brilliant British economist behind his creation?
3039,3,Who played Sally Rogers on The Dick Van Dyke Show ?,Who played Sally Rogers on the Dick Van Dyke show?
3040,0,What is it like to experience a near death episode ?,What's it like to experience a near -death episode?
3041,3,What mythical figure carries an hourglass and a scythe ?,What mythical figure wears a hourglass and a scythe?
3042,5,How much is a Canadian 1967 twenty dollar gold coin worth ?,How much is a 1967 -dollar Canadian gold coin worth?
3043,0,Why didn 't European colonial rule spread until after the first and second industrial revolutions ?,Why did European colonial rule only spread after the first and second industrial revolutions?
3044,4,What natural attractions draw the most visitors in the United States ?,Which natural attractions attract most visitors to the United States?
3045,3,What presidential administration challenged Americans to explore The New Frontier ?,Which government of the President called on the Americans to explore the new frontier?
3046,5,How many years did Sleeping Beauty sleep ?,How many years has Sleeping Beauty slept?
3047,5,How long does it take for your body to restore blood after you donate your blood ?,How long before your body recovers blood after you have donated your blood?
3048,0,How do I know someone is truly in love with me ?,How do I know someone's really in love with me?
3049,1,Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?,Which of the many numbered containers of Scotch was best evaluated by an expert group in 1863?
3050,0,What is literary criticism ?,What is literary criticism?
3051,0,How do you throw a housewarming party ?,How do you throw an initiation party?
3052,1,What international sport was originally called hurley ?,What international sport was originally called Hurley?
3053,4,What river runs through Liverpool ?,What river flows through Liverpool?
3054,3,What famous British actor lost his voice after an operation in 1966 ?,What famous British actor lost his voice after an operation in 1966?
3055,0,What does the term 3 mean to a newspaper editor ?,What does the term 3 mean for a newspaper editor?
3056,3,What company makes impulse hardening equipment ?,Which company produces impulse heart services?
3057,4,What country was Kim Philby really working for ?,What country did Kim Philby really work for?
3058,0,What does Freddy Freeman say to become Captain Marvel Jr. ?,What does Freddy Freeman say to become Captain Marvel Jr.?
3059,4,What country was Hitler the chancellor of ?,In which country was Hitler the Chancellor?
3060,3,What is Rona Barrett 's married name ?,What's Rona Barrett's last name?
3061,5,How many years make up a lustrum ?,How many years make a shine?
3062,1,What are close encounters of the first and second kind ?,What are close encounters of the first and second kind?
3063,3,Who is the mathematician that won the Noble Prize for Literature in 1950 ?,Who is the mathematician who won the Nobel Prize for Literature in the 1950s?
3064,3,Which glamorous actress is a close friend of Dick Tracy ?,Which glamorous actress is a close friend of Dick Tracy's?
3065,1,What 1956 Grace Metalious novel was on the best-seller list for two years ?,Which 1956 Grace Metallious novel was on the bestseller list for two years?
3066,3,Name the three races unleashed by the Celestials in Marvel comics .,Name the three races unleashed by the Celestials in Marvel Comics.
3067,5,How old is the Italian artist Maurizio Pellegrin ?,How old is the Italian artist Maurizio Pellegrin?
3068,3,"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?","Which president went on the jogging trail to improve his sporting image and, sports number 39, almost collapsed during the race?"
3069,0,What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?,What's the difference between Erle Stanley Gardner's case of the frightened typhoon?
3070,4,What North American city would you visit to see Cleopatra 's Needle ?,What North American city would you visit to see Cleopatra's Needle?
3071,5,When was the NFL established ?,When was the NFL established?
3072,4,Where can I find an Ask An Expert site ?,Where can I find a Ask An Expert website?
3073,3,What writer-journalist made his mark describing colorful Broadway and underworld characters ?,Which writer journalist described his brand with colorful Broadway and subterranean characters?
3074,4,What U.S. state has the lowest highest elevation at 6 feet ?,Which U.S. state has the lowest height at six feet?
3075,3,What are the residents of the island of Lesbos called ?,What are the names of the inhabitants of Lesbos Island?
3076,1,What is the organizational structure of the New Delhi Indira Gandhi airport ?,What is the organisational structure of the airport New Delhi Indira Gandhi?
3077,1,"At Christmas time , what is the traditional thing to do under the mistletoe ?","At Christmas, what is the traditional thing to do under the mistletoe branch?"
3078,3,What baseball great plugged Mr. Coffee ?,Which baseball did Mr. Coffee kill?
3079,1,What international amateur sports spectacle was first telecast in 1956 ?,What international amateur sports spectacle was broadcast for the first time in 1956?
3080,0,What is the origin of the word `` amen '' ?,"What is the origin of the word ""amen""?"
3081,3,Who 's baby was Sweet Pea on the Popeye cartoon ?,Whose baby was Sweet Pea on the Popeye Cartoon?
3082,4,Where is Mile High Stadium ?,Where's the Mile High Stadium?
3083,1,"What were Baffin , Frobisher and Franklin looking for ?","What were Baffin, Frobisher and Franklin looking for?"
3084,0,What is limbo ?,What is Limbo?
3085,4,What city contains the district of Hell 's Kitchen ?,What city is the district of Hell's Kitchen in?
3086,1,What interesting method was used to run the credits in the early Popeye cartoons ?,What interesting method was used to run the credits in the early Popeye cartoons?
3087,1,What are the stars made of ?,What are the stars made of?
3088,3,"What English physician was born on January 18 , 1779 and went on to create two important inventions ?","What English doctor was born in January 18, 1779 and created two important inventions?"
3089,3,"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?","Who was Arthur H. Bremer trying to murder in May 15, 1972?"
3090,5,How fast must a spacecraft travel to escape Earth 's gravity ?,How fast does a spaceship have to travel to escape Earth's gravity?
3091,3,What apostle is Taylor Caldwell 's Great Lion of God ?,Which apostle is Taylor Caldwell's great lion of God?
3092,5,How many rings are there on a five-zone archery target ?,How many rings are there on a five -zone archery target?
3093,1,"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?",What anaesthesia has Queen Victoria allowed to give birth to her seventh child in 1853?
3094,1,"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?",What element in the periodic table is a gas or solid but never a liquid?
3095,0,What is a tonne ?,What's a barrel?
3096,4,Which one of the Great Lakes is entirely within U.S. territory ?,Which of the Great Lakes is completely within U.S. territory?
3097,2,What is DEET ?,What is THIS?
3098,3,What company sells the most greeting cards ?,Which company sells most greeting cards?
3099,4,What U.S. state has sagebrush as its state flower ?,Which U.S. state has Sagebrush as its state flower?
3100,0,What is the Bernoulli Principle ?,What is the Bernoulli principle?
3101,3,What 's comic strip photographer Peter Parker 's secret identity ?,What is the secret identity of comedian photographer Peter Parker?
3102,0,What is difference between a poster and a print ?,What is the difference between a poster and a print?
3103,1,In which sport is there a `` scrum '' ?,In what sport is there a ``Scrum'''?
3104,1,What are the best ways to improve employee morale at low cost ?,What are the best ways to improve employee morale at low cost?
3105,4,What nationality is Pope John Paul II ?,What nationality does Pope John Paul II have?
3106,0,What is false consciousness ?,What is false consciousness?
3107,0,How did the Great Depression affect Japan 's history ?,How has the Great Depression affected Japan's history?
3108,1,Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?,Which side should a bowler hit the 3 -pin left or right with a view to a 37803 split?
3109,4,Where are some great educational resources for parents and teachers ?,Where are large teaching materials for parents and teachers?
3110,5,How many Israeli athletes were killed at the Munich Olympics ?,How many Israeli athletes were killed at the Munich Olympics?
3111,1,What is the Scotch `` for people who know the difference '' ?,What is Scotch for people who know the difference?
3112,5,When was Richard Nixon born ?,When was Richard Nixon born?
3113,4,What New York City landmark has 168 steps to its crown ?,What New York City landmark has 168 steps to its crown?
3114,4,Where is the Bulls basketball team based ?,Where's the Bulls' basketball team?
3115,5,What is the recomended age to switch a child from a crib to a bed ?,What is the new age to switch a child from a cradle to a bed?
3116,3,Which Rockefeller was sometimes called `` JDR3 '' ?,Which Rockefeller was sometimes called JDR3?
3117,5,When is the Sun closest to the Earth ?,When is the nearest sun to Earth?
3118,0,What are some chemical properties of mendelevium ?,What are the chemical properties of Mendelevium?
3119,5,What is the average hours per months spent online by AOL users ?,What are the average hours per month spent by AOL users online?
3120,3,Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?,Who has Friz Freleng added to the Warner Bros. Cartoon racks?
3121,0,What is the origin of the word `` sideburns '' ?,"What is the origin of the word ""Sideburn""?"
3122,1,The trials resulting from World War II are known as what ?,The trials resulting from World War II are known as what?
3123,1,What started in 1849 when gold was discovered at Sutter 's Mill ?,What began in the 1849s when gold was discovered in Sutter's Mill?
3124,0,What is a First World country ?,What is a country of the First World?
3125,3,Who was Shakespeare 's Moorish general ?,Who was Shakespeare with the Moorish general?
3126,4,What 's the second-highest mountain in the world ?,What is the second highest mountain in the world?
3127,4,What country was Erich Honecker the leader of ?,Which country was Erich Honecker the leader of?
3128,0,How does salt melt ice and snow ?,How does salt melt ice and snow?
3129,4,"What two Japanese cities are spelled with the letters K , O , O , T and Y ?","Which two Japanese cities are written with the letters K, O, T and Y?"
3130,0,What does laser stand for ?,What does the laser stand for?
3131,3,Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?,Who taught Matt Murdock to use his extraordinary abilities in Marvel Comics?
3132,4,Where did Wile E. Coyote always get his devices ?,Where does Wile E. Coyote always get his equipment?
3133,5,How far away is the moon ?,How far is the moon?
3134,3,What famous film and TV cowboy lent his name to a fast food chain ?,What famous movie and TV cowboy borrowed his name from a fast food chain?
3135,0,What is mandibulofacial dysostosis ?,What is mandibulofacial dystosis?
3136,0,What was the reason for the partition of the Anglican and Vatican churches ?,What was the reason for the division of the Anglican and Vatican churches?
3137,0,What is Butterfield 8 in Butterfield 8 ?,What's Butterfield 8 in Butterfield 8?
