,label,sentence,translate_result
3946,1,that the real antwone fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .,The fact that the real ant fisherman was able to overcome his personal obstacles and become a good man is a wonderful thing; that he was able to share his story so competently with us is a small miracle.
3947,1,"what a dumb , fun , curiously adolescent movie this is .","What a stupid, funny, curious teenage movie this is."
3948,0,"simplistic , silly and tedious .","simple, stupid and boring."
3949,0,we just do n't really care too much about this love story .,We just don't care so much about this love story.
3950,1,"writer\/director burr steers emphasizes the q in quirky , with mixed results .","Author \Director Burr Ochsen emphasizes the q in scurrill, with mixed results."
3951,1,"it 's usually a bad sign when directors abandon their scripts and go where the moment takes them , but olympia , wash. , based filmmakers anne de marcken and marilyn freeman did just that and it 's what makes their project so interesting .","It's usually a bad sign when directors give up their scripts and go where the moment takes them, but Olympics, wash. Filmmakers Anne de Marcken and Marilyn Freeman have done this and it makes their project so interesting."
3952,1,now here 's a sadistic bike flick that would have made vittorio de sica proud .,Here is a sadistic bicycle film that would have made Vittorio de sica proud.
3953,1,offers laughs and insight into one of the toughest ages a kid can go through .,offers laughter and insight into one of the toughest times a child can go through.
3954,0,"for a film about explosions and death and spies , `` ballistic : ecks vs. sever '' seems as safe as a children 's film .","For a film about explosions and death and spies, ``ballistic: ecks vs. sever''seems as safe as a children's movie."
3955,1,"it 's up to -lrb- watts -rrb- to lend credibility to this strange scenario , and her presence succeeds in making us believe .","It is up to -lrb - watts - rrb - to give credibility to this strange scenario, and their presence we manage to believe."
3956,1,what makes this film special is serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .,What makes this film special is Serry's ability to accept a essentially closed family conflict and put it in a much larger historical context.
3957,0,"well , in some of those , the mother deer even dies .","Well, in some of them, even the mother animal dies."
3958,1,"... a solid , well-formed satire .","...a solid, well -formed satire."
3959,1,"the film is small in scope , yet perfectly formed .","The film is small in size, but perfectly formed."
3960,0,less than fresh .,less than fresh.
3961,1,those moviegoers who would automatically bypass a hip-hop documentary should give `` scratch '' a second look .,Those who would automatically bypass a hip -hop documentary should give ``scratch''a second look.
3962,0,"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .","A 75 -minute sample of childish rubbish that is lustless, mindless and anything that resembles humor."
3963,0,it 's mired in a shabby script that piles layer upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of -lrb- woo 's -rrb- best work .,It is written in a sordid script that polishes layer upon layer of the action Man ClichComment233; on wooden dialogue and a shifting tone that falls far behind the peculiar moral immortality of -lrb - woo's -rrb - best work.
3964,1,"using a stock plot , about a boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .","with a stick plot, over a boy injects just enough freshness into the procedure to make a pleasant 100 -minute in a cinema."
3965,1,old-fashioned but thoroughly satisfying entertainment .,old -fashioned but quite satisfying conversation.
3966,0,"they just have problems , which are neither original nor are presented in convincing way .",they only have problems that are neither original nor convincing presented.
3967,0,mindless and boring martial arts and gunplay with too little excitement and zero compelling storyline .,pointless and boring martial arts and gunplay with too little excitement and zero convincing storyline.
3968,1,an ingenious and often harrowing look at damaged people and how families can offer either despair or consolation .,a brilliant and often shocking look at damaged people and how families can either offer despair or comfort.
3969,1,"below may not mark mr. twohy 's emergence into the mainstream , but his promise remains undiminished .","below may not mark Mr. Twohy's appearance in the mainstream, but his promise remains unchanged."
3970,0,"i think it was plato who said , ' i think , therefore i know better than to rush to the theatre for this one . '",I think it was Plato who said I think that's why I know better than to rush to this theater.
3971,0,"the soul-searching deliberateness of the film , although leavened nicely with dry absurdist wit , eventually becomes too heavy for the plot .","The soul -seeking superiority of the film, although well acidified with a dry absurd joke, eventually becomes too difficult for the action."
3972,0,is n't it a bit early in his career for director barry sonnenfeld to do a homage to himself ?,Isn't it a little early for director Barry Sonnenfeld to pay homage to himself?
3973,0,this stuck pig of a movie flails limply between bizarre comedy and pallid horror .,This stuffed pig of a film flake hovers between bizarre comedy and blatant horror.
3974,1,chouraqui brings documentary-like credibility to the horrors of the killing field and the barbarism of ` ethnic cleansing . ',chouraqui brings documentary credibility to the horrors of the killing field and the barbarity of ethnic cleansing.
3975,1,"it 's endlessly inventive , consistently intelligent and sickeningly savage .","It is endlessly inventive, consistently intelligent and sick wild."
3976,0,"white has n't developed characters so much as caricatures , one-dimensional buffoons that get him a few laughs but nothing else .","White hasn't developed as many characters as caricatures, one -dimensional clowns that give him a few laughs, but nothing else."
3977,1,"world traveler might not go anywhere new , or arrive anyplace special , but it 's certainly an honest attempt to get at something .","World travelers cannot go anywhere else or arrive in a special place, but it is certainly an honest attempt to achieve something."
3978,1,"it is life affirming and heartbreaking , sweet without the decay factor , funny and sad .","It's life -affirming and heartbreaking, sweet without the disintegration factor, funny and sad."
3979,1,witty dialog between realistic characters showing honest emotions .,Funny dialogue between realistic characters that show honest emotions.
3980,0,"hawke 's film , a boring , pretentious waste of nearly two hours , does n't tell you anything except that the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes .","Hawke's film, a tedious, arrogant waste of almost two hours, tells you nothing but that the Chelsea Hotel is today populated by crying, pathetic, starving and talentless artists."
3981,0,gets bogged down by an overly sillified plot and stop-and-start pacing .,is entangled walking through an excessively silky action and stop and start.
3982,1,the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,The lively charm of the last kiss lies in the ease with which it integrates thoughts and pasta -fagioli comedy.
3983,1,"using an endearing cast , writer\/director dover kosashvili takes a slightly dark look at relationships , both sexual and kindred .","with a lovely cast, writer \\director of the kosashvili takes a somewhat dark view of relationships, both sexual and related."
3984,0,"some body often looks like an episode of the tv show blind date , only less technically proficient and without the pop-up comments .","Some bodies often look like a result of the TV show Blind Date, only less technically competent and without the pop -up comments."
3985,0,"`` sorority boys '' was funnier , and that movie was pretty bad .","""Girls from the sorority"" was funnier, and the movie was pretty bad."
3986,1,toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it 's hard not to be carried away .,the fine line between cheese and seriousness is remarkably good; everything is delivered with such conviction that it is difficult not to be carried away.
3987,0,"silly stuff , all mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another .","Stupid stuff, all mixed up like a semester paper from a kid who can't quite tell a science fiction work from another."
3988,1,it 's the filmmakers ' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion .,It's the filmmakers' post -camp understanding of what made old B movies good that makes eight legged freaks a perfectly entertaining summer distraction.
3989,1,"and , there 's no way you wo n't be talking about the film once you exit the theater .","And, there's no way you won't talk about the movie when you leave the theater."
3990,0,the rules of attraction gets us too drunk on the party favors to sober us up with the transparent attempts at moralizing .,The rules of attraction make us drunk on the party favor us sober with transparent attempts to moralize.
3991,1,his work with actors is particularly impressive .,His work with actors is particularly impressive.
3992,1,unfolds in a series of achronological vignettes whose cumulative effect is chilling .,"develops in a series of achronological vignettes, the cumulative effect of which cools."
3993,0,"worthless , from its pseudo-rock-video opening to the idiocy of its last frames .",from his pseudo -rock video opening to the idiocy of his last frames.
3994,0,one of those films that started with a great premise and then just fell apart .,One of the movies that started with a big premise and then just fell apart.
3995,0,"when you find yourself rooting for the monsters in a horror movie , you know the picture is in trouble .","If you're excited about monsters in a horror movie, you know the picture's in trouble."
3996,1,"a compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day .","a captivating, gripping piece of Advocacy cinema that carries you in a flood of emotions while exploring the terrible complications of a terrifying day."
3997,0,wishy-washy .,wish washy.
3998,0,"no one can doubt the filmmakers ' motives , but the guys still feels counterproductive .","No one can doubt the motives of the filmmakers, but the boys still feel counterproductive."
3999,0,"it just goes to show , an intelligent person is n't necessarily an admirable storyteller .",It just shows that an intelligent person is not necessarily an admirable storyteller.
4000,0,moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured .,moves in such strange plot directions and descends into such a message -intoxicating moralism that its good qualities are hidden.
4001,1,"for those who like quirky , slightly strange french films , this is a must !","For those of you who want to see some strange French films, that's a must!"
4002,0,"too often , son of the bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''","too often the son of the bride becomes an exercise to predict when a predetermined ""big moment"" will occur and not ""if""."
4003,1,"the mood , look and tone of the film fit the incredible storyline to a t.","The mood, the look and the sound of the film fit the incredible action into a T."
4004,0,"a muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .","a confused, sluggish cookie from a movie, a vampire soap opera that doesn't even make sense on its own terms."
4005,1,a certain sexiness underlines even the dullest tangents .,a certain sexuality even underlines the most boring tangents.
4006,0,"why `` they '' were here and what `` they '' wanted and quite honestly , i did n't care .","Why ""they"" were here and what ""they"" wanted and quite frankly, I didn't care."
4007,0,shallow .,Flat.
4008,1,"a work of extraordinary journalism , but it is also a work of deft and subtle poetry .","A work of extraordinary journalism, but it is also a work of deft and subtle poetry."
4009,1,but toback 's deranged immediacy makes it seem fresh again .,But tobacco's disturbed immediacy makes it look fresh again.
4010,1,all three women deliver remarkable performances .,All three women provide remarkable services.
4011,1,"koury frighteningly and honestly exposes one teenager 's uncomfortable class resentment and , in turn , his self-inflicted retaliation .",Koury reveals frightfully and honestly a teenage boy's unpleasant class anger and his self -inflicted revenge.
4012,0,"off the hook is overlong and not well-acted , but credit writer-producer-director adam watstein with finishing it at all .","off the hook is overloaded and not well played, but credit writer -producer director Adam Wattstein with the completion at all."
4013,1,"there is a subversive element to this disney cartoon , providing unexpected fizzability .",There is a subversive element in this Disney cartoon that offers unexpected Fizzability.
4014,1,"in an era where big stars and high production values are standard procedure , narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .","In a time when big stars and high production values are standard procedures, narc strikes a defiant retro chord and surpasses his contemporaries with daring and very much."
4015,0,"`` freaky friday , '' it 's not .","Freaky Friday, It's not."
4016,0,an essentially awkward version of the lightweight female empowerment picture we 've been watching for decades,an essentially uncomfortable version of the light female empowerment image we've been watching for decades
4017,1,"bolstered by an astonishing voice cast -lrb- excepting love hewitt -rrb- , an interesting racial tension , and a storyline that i have n't encountered since at least pete 's dragon .","Supported by an amazing voice -- lrb -- except love hewitt -- rrb -- an interesting racial tension, and a story I haven't met since at least Pete's dragons."
4018,1,"while the now 72-year-old robert evans been slowed down by a stroke , he has at least one more story to tell : his own .","While the 72 -year -old Robert Evans was slowed down by a stroke, he has at least one more story to tell: his own."
4019,0,this is one baaaaaaaaad movie .,This is a baaaaaaad movie.
4020,1,"maggie smith as the ya-ya member with the o2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment .","Maggie Smith as a Ya -ya member of the O2 tank will finish you off with her nonsense, then look for gas, verbal deportation."
4021,1,"brims with passion : for words , for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life .","brims with passion: for words, for its eccentric, accident -prone characters, and for the crazy things that keep people going in this crazy life."
4022,0,borrows from other movies like it in the most ordinary and obvious fashion .,borrows from other films like it in the most ordinary and obvious way.
4023,0,"appropriately cynical social commentary aside , # 9 never quite ignites .","Aside from the cynical social commentaries ""; 9 never fully ignited."
4024,0,the story alone could force you to scratch a hole in your head .,History alone could force you to scratch a hole in your head.
4025,0,this u-boat does n't have a captain .,This sub doesn't have a captain.
4026,1,"spectacular in every sense of the word , even if you don ' t know an orc from a uruk-hai .","spectacular in every sense of the word, even if you don't know a orc from a uruk -hai."
4027,1,"a different and emotionally reserved type of survival story -- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man lost in its midst .",another and emotionally reserved kind of survival story -- one less film about the break -up of the entire World War II by the specific conditions of a man and more about the man lost in his midst.
4028,1,you will likely prefer to keep on watching .,You'll probably prefer to keep watching.
4029,1,a film that 's flawed and brilliant in equal measure .,A film that is flawed and brilliant.
4030,0,"it 's leaden and predictable , and laughs are lacking .",It's pale and predictable and lacks laughter.
4031,0,the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . '',The importance of the serious film seems to miss a great deal on the arrogant headline of the theatre.''
4032,1,"it 's a lovely , eerie film that casts an odd , rapt spell .","It's a beautiful, scary movie that cast a weird, rap spell."
4033,1,one fantastic -lrb- and educational -rrb- documentary .,a fantastic -lrb - and pedagogical -rrb - documentary film.
4034,1,"the word that comes to mind , while watching eric rohmer 's tribute to a courageous scottish lady , is painterly .",The word that comes to mind as I watch Eric Rohmer's tribute to a brave Scottish lady is picturesque.
4035,1,a funny and touching film that is gorgeously acted by a british cast to rival gosford park 's .,A funny and touching film played by a British cast to rival Gosford Park.
4036,1,he allows his cast members to make creative contributions to the story and dialogue .,he allows his actors to make creative contributions to history and dialogue.
4037,0,an incoherent jumble of a film that 's rarely as entertaining as it could have been .,an incoherent mix -up of a film that is rarely as entertaining as it could have been.
4038,1,cho continues her exploration of the outer limits of raunch with considerable brio .,Cho continues her exploration of the outer boundaries of space.
4039,0,"instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story 's emotional thrust .","Instead of a panoramic sweep, capur gives us episodic cheerfulness, undermines the emotional momentum of history."
4040,1,i love the robust middle of this picture .,I love the robust middle of this picture.
4041,0,"for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment has n't escaped the rut dug by the last one .","For those of us who are more responsive to storytelling than computer -generated effects, the new Star Wars rate has not escaped from the latest excavated routine."
4042,1,it 's a diverting enough hour-and-a-half for the family audience .,It's a change enough hour and a half for the family audience.
4043,1,intriguing and downright intoxicating .,fascinating and downright intoxicating.
4044,1,a sharp satire of desperation and cinematic deception .,A sharp satire of despair and cinematic deception.
4045,1,"i still like moonlight mile , better judgment be damned .","I still like moonlight mile, better justice be dead."
4046,1,"a showcase for both the scenic splendor of the mountains and for legendary actor michel serrault , the film is less successful on other levels .","A window for the scenic beauty of the mountains as well as for the legendary actor Michael Serrault, the film is less successful on other levels."
4047,1,"with an expressive face reminiscent of gong li and a vivid personality like zhang ziyi 's , dong stakes out the emotional heart of happy .","with an expressive face reminiscent of Gong Li, and a vibrant personality like zhang ziyi's, dong sets out of the emotional heart of happiness."
4048,0,"steve oedekerk is , alas , no woody allen .","Steady oak is, alas, no woody all."
4049,1,george lucas returns as a visionary with a tale full of nuance and character dimension .,George Lucas returns as a visionary with a story full of nuances and character dimension.
4050,0,putting the primitive murderer inside a high-tech space station unleashes a pandora 's box of special effects that run the gamut from cheesy to cheesier to cheesiest .,Putting the primitive killer in a high -tech space station unlocks a Pandora's box with special effects that extend the bandwidth from kitsch to kitsch to kitesist.
4051,0,"with the cheesiest monsters this side of a horror spoof , which they is n't , it is more likely to induce sleep than fright .","with the most kitschy monsters on this side of a horror, which they are not, it is more likely to induce sleep than fear."
4052,0,"though tom shadyac 's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance .","Although Tom Shadyac's film starts scary enough, half the way, he takes a sudden turn into glucose sentimentality and ridiculous intrigues."
4053,1,`` auto focus '' works as an unusual biopic and document of male swingers in the playboy era,"""Autofocus"" works as an unusual biopic and document of male swingers in the Playboy era"
4054,0,"with jump cuts , fast editing and lots of pyrotechnics , yu clearly hopes to camouflage how bad his movie is .","with jumping wounds, quick editing and many pyrotechnics, yu hopes to hide clearly how bad his film is."
4055,0,one of the most depressing movie-going experiences i can think of is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .,One of the depressing movie experiences I can think of is sitting around for about 90 -minute so -called comedy and not even laughing.
4056,1,"except it 's much , much better .",except it's much better.
4057,1,"good fun , good action , good acting , good dialogue , good pace , good cinematography .","good entertainment, good action, good acting, good dialogue, good pace, good cinematography."
4058,1,it 's a sharp movie about otherwise dull subjects .,It's a sharp film about otherwise boring topics.
4059,0,is that it 's a crime movie made by someone who obviously knows nothing about crime .,It's a crime movie by someone who obviously doesn't know anything about crime.
4060,1,jason patric and ray liotta make for one splendidly cast pair .,Jason Patric and Ray Liotta make for a wonderful couple.
4061,1,"its compelling mix of trial movie , escape movie and unexpected fable ensures the film never feels draggy .","His convincing mix of Trial film, Escape film and unexpected fable makes the film never feel Draggy."
4062,1,"insightfully written , delicately performed","clearly written, delicately listed"
4063,0,shyamalan should stop trying to please his mom .,Shyamalan should stop trying to please his mother.
4064,0,"kung pow is oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .","Kung Pow is oedekerk's fulfillment of his childhood dream of being in a martial arts film, and proves that sometimes the dreams of youth should remain exactly the same."
4065,0,"wimps out by going for that pg-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted .","wimps out by going for that pg -13 rating, so the more graphic violence is mostly off -screen and the sexuality is suppressed."
4066,0,"the directing and story are disjointed , flaws that have to be laid squarely on taylor 's doorstep .","Director and history are unencumbered, errors that need to be placed directly at Taylor's front door."
4067,1,the movie 's thesis -- elegant technology for the masses -- is surprisingly refreshing .,"The thesis of the film, elegant technology for the masses, is surprisingly refreshing."
4068,1,it 's no lie -- big fat liar is a real charmer .,It's not a lie. A big fat liar is a real charmer.
4069,1,"a gorgeously strange movie , heaven is deeply concerned with morality , but it refuses to spell things out for viewers .","Heaven is deeply concerned with morality, but refuses to explain things to the viewers."
4070,0,you 'll cry for your money back .,You'll cry for your money.
4071,0,the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic .,the package in which this fascinating -- and contemporary -- content is wrapped is disappointingly generic.
4072,1,"a subtle , humorous , illuminating study of politics , power and social mobility .","a subtle, humorous, illuminating study on politics, power and social mobility."
4073,1,i loved the look of this film .,I love the look of this movie.
4074,0,"this little film is so slovenly done , so primitive in technique , that it ca n't really be called animation .","This little film has been made so sloppy, so primitive in technology that it is not really called an animation."
4075,0,another boorish movie from the i-heard-a-joke - at-a-frat-party school of screenwriting .,Another stupid movie from the i -heart -a -witz - at -a -frat - party school of the script.
4076,1,"it has its faults , but it is a kind , unapologetic , sweetheart of a movie , and mandy moore leaves a positive impression .","It's got its faults, but it's kind of, like, un -pologetic, movie favorite, and Mandy Moore leaves a positive impression."
4077,0,a baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise .,A mysterious mixture of realism and magical realism with a hard -to -swallow premise.
4078,0,the code talkers deserved better than a hollow tribute .,The code speakers deserved more than a hollow tribute.
4079,1,"for proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that spielberg calls , retrospectively , his most personal work yet .","for proof that on the film front page no further than this 20 -year -old issue of the film, which Spielberg calls retrospective, his most personal work so far."
4080,1,"a slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time .",a slam -bang extravagance that is about a wild and woolly time.
4081,0,what you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .,"What you're expecting is exactly what you're gonna get, assuming the expectations aren't higher than the sixth grade."
4082,1,the campy results make mel brooks ' borscht belt schtick look sophisticated .,the campy results make mel brooks''Borscht belt scare look challenging.
4083,0,an entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots .,a conversation so in love with her exaggerated mythology that she no longer recognizes the needs of Moviegoers for real characters and convincing plots.
4084,0,two badly interlocked stories drowned by all too clever complexity .,two poorly interconnected stories drowned in all the complexity to be clever.
4085,0,"aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships .","and there is no real raw emotion, which is fatal for a film based on personal relationships."
4086,1,"while parker and co-writer catherine di napoli are faithful to melville 's plotline , they and a fully engaged supporting cast ... have made the old boy 's characters more quick-witted than any english lit major would have thought possible .","While Parker and co -author Katherine di Napoli Melville's Plotline are loyal, they and a fully committed supporting cast... have driven the characters of the old boy out faster than any English major would have thought possible."
4087,1,"the aaa of action , xxx is a blast of adrenalin , rated eee for excitement .","the a a of action, xxx is an explosion of adrenaline, evaluates eee for excitement."
4088,0,it 's all surface psychodramatics .,It's all superficial psychodrama.
4089,1,"comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride .","Comedian, like his themes, delivers the goods and the audience will have a fun, no -frills ride."
4090,1,it was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo .,It was only a matter of time before any smart producer saw the potential success inherent in the mix of Bullock Blaze and Hugh goo.
4091,0,it 's virtually impossible to like any of these despicable characters .,It's practically impossible to like one of these disgusting characters.
4092,1,"it 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .","It is a sweeter, smiling -a -minute drop that lifts your mind a s well a s the corners of your mouth."
4093,1,scott delivers a terrific performance in this fascinating portrait of a modern lothario .,"In this fascinating portrait of a modern lottery, Scott delivers a great performance."
4094,0,"replacing john carpenter 's stylish tracking shots is degraded , handheld blair witch video-cam footage .","Replacing John Carpenter's stylish tracking is humiliating, handheld Blair Witch Video Cam footage."
4095,1,"the film delivers what it promises : a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans .","The film delivers what it promises:a look at the ``wild ride'', that uses when brash young men start to sure the online world with laptops, cell phones and sketch business plans."
4096,1,it thankfully goes easy on the reel\/real world dichotomy that -lrb- jaglom -rrb- pursued with such enervating determination in venice\/venice .,"Fortunately, it is easy to follow the real world dichotomy which, with such an irritating determination in Venice, is being pursued by Irb Jaglom -rrb."
4097,0,a fake street drama that keeps telling you things instead of showing them .,A fake street drama that tells you things instead of showing them.
4098,0,"like showgirls and glitter , the most entertaining moments here are unintentional .","like showgirls and glitter, the most entertaining moments here are unintentional."
4099,0,"the story is predictable , the jokes are typical sandler fare , and the romance with ryder is puzzling .","The story is predictable, the jokes are typical of Sandler, and the romance with Ryder is enigmatic."
4100,1,mark pellington 's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth .,Mark Pellington's last pop thriller is just as crazy and overzealous as creepy and subtle in love with myth.
4101,0,"no amount of burning , blasting , stabbing , and shooting can hide a weak script .","No amount of burning, blowing, stabbing and shooting can hide a weak script."
4102,1,prepare to marvel again .,Prepare to marvel again.
4103,0,family togetherness takes a back seat to inter-family rivalry and workplace ambition ... whole subplots have no explanation or even plot relevance .,The family reunification is based on family rivalry and ambition in the workplace. Whole parties have no explanation or no plot relevance.
4104,0,stiff and schmaltzy and clumsily directed .,stiff and melty and clumsy.
4105,1,troubling and powerful .,disturbing and powerful.
4106,0,"cassavetes thinks he 's making dog day afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon .","Cassavetes thinks he's having a dog afternoon with one thing, but all he does is reduce everything he touches to a shrill, didactic cartoon."
4107,0,"` dragonfly ' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .","""Libelle"" lives on the cross mumbo jumbo, manipulative sentimentality and juicy dialogue."
4108,1,a genuinely moving and wisely unsentimental drama .,a really moving and clever unsentimental drama.
4109,1,"amy and matthew have a bit of a phony relationship , but the film works in spite of it .","Amy and Matthew have a bit of a bad relationship, but the movie still works."
4110,1,"maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is .","Maybe it's a formula film, but there's nothing wrong with having a good movie and having it here."
4111,1,"nohe 's documentary about the event is sympathetic without being gullible : he is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction .","nohe's documentary about the event is t sympathetic without being gullible: it is not blind to stupidity, but also captures moments of spontaneous creativity and authentic cooperative interaction."
4112,0,rock 's stand-up magic wanes .,Rock's stand -up magic is fading.
4113,1,"a delightful , if minor , pastry of a movie .","a delightful, if less, pastry of a movie."
4114,1,"a sexy , surprising romance ... idemoto and kim make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger .","a sexy, surprising romance...idemoto and kim make a great couple...their scenes full of sexual possibilities and emotional danger."
4115,1,"there are n't too many films that can be as simultaneously funny , offbeat and heartwarming -lrb- without a thick shmear of the goo , at least -rrb- , but `` elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases .","There are not too many movies that can be as funny, offbeat and heartwarming'-lrb'-without a thick Shwear of the Glibbes', at least ``rrb'', but ```s elling''manages to make all three quite good, which makes it one of the most beautiful publications of the year."
4116,0,plays like some corny television production from a bygone era,plays like a cheesy TV production from a past time
4117,1,"as a girl-meets-girl romantic comedy , kissing jessica steinis quirky , charming and often hilarious .","as a romantic comedy with girls and girls kissing Jessica steinis quiky, charming and often hilarious."
4118,0,it 's like a drive-by .,It's like a drive -by.
4119,1,it 's sweet .,It's sweet.
4120,0,one of the worst movies of the year .,One of the worst movies of the year.
4121,1,"like brosnan 's performance , evelyn comes from the heart .","Like Brosnan's achievement, Evelyn comes from the heart."
4122,1,"though the film is well-intentioned , one could rent the original and get the same love story and parable .","Although the film is well meant, you could rent the original and get the same love story and parable."
4123,1,-lrb- woo 's -rrb- most resonant film since the killer .,Irb - woo's -rrb - the resonant film since the killer.
4124,0,it 's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that 's good is ultimately scuttled by a plot that 's just too boring and obvious .,It is rare that a film can be as intelligent as this in every respect except its storyline; all that is good is ultimately crushed by a plot that is simply too boring and obvious.
4125,0,this mistaken-identity picture is so film-culture referential that the final product is a ghost .,This false identity is so cinematically and culturally significant that the end product is a ghost.
4126,1,strange and beautiful film .,strange and beautiful film.
4127,0,"the histrionic muse still eludes madonna and , playing a charmless witch , she is merely a charmless witch .","The hysterical museum still eludes Madonna, and she plays a charmless witch, she's just a charmless witch."
4128,0,"the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's hollywood .","The result, however well meant, is ironically just a kind of throw -away homage, which shows why the whole is so often less than the sum of its parts in Hollywood today."
4129,0,the catch is that they 're stuck with a script that prevents them from firing on all cylinders .,The catch is that they're stuck with a script that prevents them from shooting at all the cylinders.
4130,0,one of those so-so films that could have been much better .,"One of those, like, movies that could be so much better."
4131,0,has all the complexity and realistic human behavior of an episode of general hospital .,has all the complexity and realistic human behavior of an episode of the general hospital.
4132,0,as original and insightful as last week 's episode of behind the music .,as original and informative as last week's episode of Behind the Music.
4133,1,marvelously entertaining and deliriously joyous documentary .,Wonderfully entertaining and delicate happy documentary film.
4134,0,"... this story gets sillier , not scarier , as it goes along ...","...This story gets more ridiculous, not scarier as it goes on."
4135,0,... most viewers will wish there had been more of the `` queen '' and less of the `` damned . '',...Most viewers would wish there were more of the ```queen''and less of the ````````damned''
4136,1,reveals how important our special talents can be when put in service of of others .,reveals how important our special talents can be when placed at the service of others.
4137,1,"as a vehicle to savour binoche 's skill , the film is well worthwhile .","as a vehicle to enjoy Binoche's skill, the film is very rewarding."
4138,1,what saves this deeply affecting film from being merely a collection of wrenching cases is corcuera 's attention to detail .,What keeps this deeply influential film from being just a collection of screws is the Corcuera's attention to detail.
4139,1,"steers , in his feature film debut , has created a brilliant motion picture .",in his feature film debut created a brilliant film image.
4140,1,"it has a way of seeping into your consciousness , with lingering questions about what the film is really getting at .","It has a way of getting into your consciousness, with long -winded questions about what the film really accomplishes."
4141,1,the charms of the lead performances allow us to forget most of the film 's problems .,The charms of lead performances make us forget most of the problems of the film.
4142,1,the pleasure of read my lips is like seeing a series of perfect black pearls clicking together to form a string .,The pleasure of reading my lips is like a series of perfect black pearls click together to form a string.
4143,0,"insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion .","Insomnia loses points when it results in a formal bang -bang -bang, shoot -em -up scene at the end."
4144,0,"this would-be ` james bond for the extreme generation ' pic is one big , dumb action movie .","This would be ""James Bond for the Extreme Generation""'pic is one big,doom action movie."
4145,0,"when it comes to the battle of hollywood vs. woo , it looks like woo 's a p.o.w.","When it comes to the battle of Hollywood against Woo, it looks like Woo is a P.O.W."
4146,0,"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter 's invention .","Evelyn may be based on a true and historically significant story, but the filmmakers have done everything to disguise it as an invention of the unimaginable screenwriter."
4147,0,characterisation has been sacrificed for the sake of spectacle .,Characterization was sacrificed for the play.
